amount,payment_method,error_source,error_step,error_reason,hour_of_day,day_of_week,previous_attempts,recovered_within_24h
344381,card,gateway,payment_processing,payment_timed_out,17,0,4,0
258069,card,unknown,unknown,unknown,13,6,3,0
136294,wallet,customer,payment_authorization,insufficient_funds,15,6,3,0
397283,netbanking,customer,payment_authentication,expired_card,6,2,2,1
97165,upi,customer,payment_authentication,incorrect_pin,6,5,1,1
113011,card,customer,payment_authorization,insufficient_funds,15,3,5,0
346004,card,customer,payment_authentication,incorrect_pin,8,4,3,1
355241,wallet,gateway,payment_processing,payment_timed_out,16,6,2,0
477279,card,customer,payment_authentication,expired_card,3,0,2,1
355674,upi,gateway,payment_processing,payment_timed_out,7,1,4,0
13327,netbanking,customer,payment_authorization,insufficient_funds,2,2,3,1
424927,card,customer,payment_authorization,insufficient_funds,2,6,2,0
207545,upi,gateway,payment_processing,payment_timed_out,6,4,5,0
5333,netbanking,gateway,payment_processing,payment_timed_out,11,2,5,0
289944,upi,unknown,unknown,unknown,3,0,1,1
86027,wallet,customer,payment_authentication,incorrect_pin,2,4,4,1
208572,wallet,bank,payment_processing,bank_unavailable,21,1,5,1
236052,card,customer,payment_authentication,incorrect_pin,12,2,3,1
38035,netbanking,gateway,payment_processing,payment_timed_out,17,6,1,1
425420,netbanking,customer,payment_authentication,incorrect_pin,17,3,1,1
255664,netbanking,gateway,payment_processing,payment_timed_out,2,0,4,0
482594,upi,customer,payment_authentication,incorrect_pin,14,0,5,1
232962,card,customer,payment_authentication,incorrect_pin,20,2,1,1
297840,upi,unknown,unknown,unknown,10,0,3,1
406358,netbanking,bank,payment_processing,bank_unavailable,20,3,3,1
106855,upi,bank,payment_processing,bank_unavailable,22,2,2,1
454572,netbanking,customer,payment_authentication,expired_card,13,6,4,0
93107,netbanking,customer,payment_authorization,insufficient_funds,2,2,5,0
497978,wallet,gateway,payment_processing,payment_timed_out,14,1,2,0
320083,card,bank,payment_processing,bank_unavailable,21,4,1,1
259860,upi,customer,payment_authorization,insufficient_funds,13,4,2,0
105824,netbanking,bank,payment_processing,bank_unavailable,19,0,2,1
284978,upi,customer,payment_authentication,incorrect_pin,12,0,4,1
276991,upi,customer,payment_authorization,insufficient_funds,10,1,3,1
491881,wallet,customer,payment_authentication,expired_card,22,5,1,0
417571,wallet,customer,payment_authentication,incorrect_pin,3,1,2,1
241964,netbanking,customer,payment_authentication,incorrect_pin,10,6,4,0
195520,wallet,customer,payment_authentication,expired_card,3,3,3,0
194159,upi,bank,payment_processing,bank_unavailable,15,6,3,0
189858,upi,customer,payment_authentication,incorrect_pin,22,1,2,1
7778,card,gateway,payment_processing,payment_timed_out,23,2,2,0
19034,upi,gateway,payment_processing,payment_timed_out,5,0,1,0
375954,wallet,customer,payment_authentication,incorrect_pin,17,5,1,1
127788,upi,customer,payment_authorization,insufficient_funds,20,4,1,1
206233,netbanking,bank,payment_processing,bank_unavailable,20,0,4,1
349398,wallet,gateway,payment_processing,payment_timed_out,12,5,1,0
304144,netbanking,customer,payment_authentication,incorrect_pin,4,6,3,1
180835,upi,gateway,payment_processing,payment_timed_out,11,4,5,0
376460,card,customer,payment_authorization,insufficient_funds,18,5,4,0
79991,netbanking,customer,payment_authentication,incorrect_pin,14,1,3,0
236847,wallet,unknown,unknown,unknown,9,3,1,0
53778,card,customer,payment_authentication,incorrect_pin,5,5,3,0
266276,card,customer,payment_authentication,incorrect_pin,15,4,5,1
48431,wallet,unknown,unknown,unknown,10,4,2,0
470841,wallet,customer,payment_authentication,expired_card,11,5,5,0
329908,card,bank,payment_processing,bank_unavailable,22,4,4,0
123479,upi,gateway,payment_processing,payment_timed_out,0,0,2,0
306698,netbanking,customer,payment_authentication,expired_card,5,1,1,0
175644,wallet,customer,payment_authentication,expired_card,22,5,1,1
259742,wallet,customer,payment_authentication,incorrect_pin,22,1,2,0
84504,card,customer,payment_authentication,expired_card,7,4,2,1
250663,upi,customer,payment_authorization,insufficient_funds,23,3,4,0
54282,netbanking,gateway,payment_processing,payment_timed_out,5,4,3,0
77415,wallet,customer,payment_authentication,expired_card,1,1,3,0
292420,wallet,customer,payment_authentication,incorrect_pin,7,2,4,1
250802,upi,unknown,unknown,unknown,12,4,4,0
147499,card,customer,payment_authorization,insufficient_funds,0,1,4,0
30909,card,customer,payment_authorization,insufficient_funds,4,2,5,0
212334,upi,unknown,unknown,unknown,18,6,2,0
463004,wallet,gateway,payment_processing,payment_timed_out,14,1,5,0
354327,upi,unknown,unknown,unknown,14,4,3,0
29955,netbanking,customer,payment_authentication,expired_card,23,1,1,1
469006,wallet,unknown,unknown,unknown,5,4,1,0
212341,netbanking,customer,payment_authentication,incorrect_pin,21,0,1,1
288322,wallet,customer,payment_authentication,expired_card,8,4,5,0
1284,card,customer,payment_authorization,insufficient_funds,22,3,1,1
155732,wallet,bank,payment_processing,bank_unavailable,18,4,5,1
393289,card,customer,payment_authorization,insufficient_funds,5,0,4,0
166012,upi,customer,payment_authorization,insufficient_funds,5,3,3,0
83919,card,bank,payment_processing,bank_unavailable,13,3,5,1
46239,card,unknown,unknown,unknown,12,1,5,0
462534,netbanking,customer,payment_authentication,expired_card,5,2,5,0
406617,card,bank,payment_processing,bank_unavailable,6,4,3,0
22944,card,bank,payment_processing,bank_unavailable,21,3,2,0
462687,card,customer,payment_authentication,expired_card,18,4,1,0
410573,card,customer,payment_authorization,insufficient_funds,4,6,5,0
180601,netbanking,customer,payment_authentication,expired_card,17,2,5,0
328662,card,gateway,payment_processing,payment_timed_out,3,6,3,1
129717,wallet,customer,payment_authorization,insufficient_funds,10,6,1,1
125618,card,customer,payment_authentication,expired_card,0,4,5,0
357538,wallet,gateway,payment_processing,payment_timed_out,15,1,2,0
102007,card,customer,payment_authentication,expired_card,4,2,3,0
178234,upi,customer,payment_authorization,insufficient_funds,5,0,4,0
179481,upi,customer,payment_authentication,expired_card,4,4,1,1
75979,wallet,gateway,payment_processing,payment_timed_out,4,1,1,0
414373,wallet,customer,payment_authorization,insufficient_funds,1,6,1,1
337239,upi,customer,payment_authentication,expired_card,13,4,5,0
431117,netbanking,gateway,payment_processing,payment_timed_out,20,3,5,0
262440,netbanking,customer,payment_authorization,insufficient_funds,7,1,3,0
88467,upi,bank,payment_processing,bank_unavailable,18,0,3,1
140476,card,unknown,unknown,unknown,13,4,3,0
177370,netbanking,bank,payment_processing,bank_unavailable,6,5,2,0
471039,wallet,customer,payment_authentication,expired_card,1,1,3,0
119508,wallet,customer,payment_authentication,incorrect_pin,18,0,2,1
346848,upi,unknown,unknown,unknown,0,2,4,0
62198,upi,customer,payment_authentication,expired_card,10,5,2,1
478033,card,gateway,payment_processing,payment_timed_out,0,4,4,0
323578,upi,customer,payment_authentication,expired_card,18,0,5,1
215909,netbanking,bank,payment_processing,bank_unavailable,23,0,2,1
173589,upi,bank,payment_processing,bank_unavailable,7,0,1,1
177923,upi,gateway,payment_processing,payment_timed_out,7,5,3,1
113466,upi,unknown,unknown,unknown,13,5,1,0
300302,card,customer,payment_authentication,incorrect_pin,12,2,2,1
433133,wallet,unknown,unknown,unknown,9,4,4,0
121361,upi,gateway,payment_processing,payment_timed_out,8,0,3,0
374411,wallet,customer,payment_authentication,incorrect_pin,4,3,3,1
283526,card,customer,payment_authentication,incorrect_pin,6,1,4,1
387107,upi,gateway,payment_processing,payment_timed_out,14,5,1,1
385112,card,unknown,unknown,unknown,17,3,3,0
20558,netbanking,bank,payment_processing,bank_unavailable,18,5,1,1
11587,upi,customer,payment_authentication,expired_card,12,3,3,0
457651,upi,unknown,unknown,unknown,18,3,2,0
78558,wallet,customer,payment_authorization,insufficient_funds,14,6,5,1
287795,netbanking,customer,payment_authorization,insufficient_funds,8,6,2,1
376789,card,unknown,unknown,unknown,8,3,2,0
252398,wallet,customer,payment_authorization,insufficient_funds,12,2,1,0
4075,wallet,bank,payment_processing,bank_unavailable,7,4,1,1
6282,card,bank,payment_processing,bank_unavailable,18,1,2,1
335105,netbanking,customer,payment_authentication,expired_card,4,2,2,0
448934,upi,customer,payment_authorization,insufficient_funds,1,5,4,1
172369,card,gateway,payment_processing,payment_timed_out,11,6,5,1
272401,netbanking,gateway,payment_processing,payment_timed_out,1,2,5,0
466950,upi,customer,payment_authorization,insufficient_funds,4,2,5,0
412752,wallet,bank,payment_processing,bank_unavailable,9,6,5,1
270716,wallet,customer,payment_authentication,incorrect_pin,0,1,3,0
328100,card,customer,payment_authorization,insufficient_funds,5,0,2,0
480687,card,unknown,unknown,unknown,13,0,4,1
398550,upi,customer,payment_authentication,expired_card,8,0,2,0
208512,netbanking,customer,payment_authentication,expired_card,21,6,4,0
346773,upi,unknown,unknown,unknown,2,0,5,0
165128,card,gateway,payment_processing,payment_timed_out,17,2,1,1
460561,netbanking,gateway,payment_processing,payment_timed_out,14,4,4,0
47674,netbanking,gateway,payment_processing,payment_timed_out,15,4,5,0
113516,netbanking,bank,payment_processing,bank_unavailable,16,5,3,1
173659,upi,customer,payment_authentication,expired_card,1,6,2,0
101848,wallet,customer,payment_authorization,insufficient_funds,19,2,2,1
297934,netbanking,unknown,unknown,unknown,7,1,1,0
356558,wallet,customer,payment_authorization,insufficient_funds,15,0,2,1
445331,card,unknown,unknown,unknown,7,6,4,0
251196,wallet,unknown,unknown,unknown,9,2,3,0
311055,card,customer,payment_authentication,incorrect_pin,16,6,2,1
299982,wallet,gateway,payment_processing,payment_timed_out,22,2,3,0
2700,upi,unknown,unknown,unknown,21,5,5,0
354563,upi,customer,payment_authentication,expired_card,17,4,1,1
12605,netbanking,bank,payment_processing,bank_unavailable,12,4,1,0
274167,netbanking,unknown,unknown,unknown,12,4,5,0
499901,netbanking,customer,payment_authentication,expired_card,23,2,4,0
394059,card,customer,payment_authentication,incorrect_pin,4,0,3,1
253733,wallet,customer,payment_authorization,insufficient_funds,22,0,5,0
160115,card,gateway,payment_processing,payment_timed_out,15,2,3,0
418768,netbanking,bank,payment_processing,bank_unavailable,14,6,3,1
429637,wallet,customer,payment_authorization,insufficient_funds,14,4,2,1
184637,netbanking,gateway,payment_processing,payment_timed_out,19,4,5,1
54730,netbanking,customer,payment_authentication,incorrect_pin,16,1,4,1
291535,wallet,customer,payment_authorization,insufficient_funds,2,3,2,0
317368,wallet,bank,payment_processing,bank_unavailable,18,2,4,1
467101,card,customer,payment_authentication,incorrect_pin,17,0,4,1
445177,card,bank,payment_processing,bank_unavailable,21,4,1,0
115302,upi,unknown,unknown,unknown,22,2,1,1
127094,netbanking,unknown,unknown,unknown,22,2,3,0
498502,wallet,unknown,unknown,unknown,1,4,4,0
164090,card,customer,payment_authorization,insufficient_funds,15,0,4,1
229737,card,customer,payment_authentication,incorrect_pin,22,6,2,1
153415,upi,gateway,payment_processing,payment_timed_out,23,1,5,1
197277,card,bank,payment_processing,bank_unavailable,13,4,3,1
282568,upi,gateway,payment_processing,payment_timed_out,21,5,2,0
146936,wallet,customer,payment_authentication,incorrect_pin,21,1,1,0
207023,netbanking,gateway,payment_processing,payment_timed_out,0,1,5,1
176972,upi,customer,payment_authentication,expired_card,21,2,4,1
54871,upi,unknown,unknown,unknown,15,5,3,0
393561,wallet,customer,payment_authentication,incorrect_pin,13,4,2,1
445753,wallet,bank,payment_processing,bank_unavailable,4,3,1,1
246521,wallet,unknown,unknown,unknown,22,5,1,0
103133,upi,bank,payment_processing,bank_unavailable,7,3,1,0
321885,upi,customer,payment_authentication,expired_card,10,6,3,1
267506,upi,customer,payment_authentication,incorrect_pin,7,5,1,1
276060,wallet,gateway,payment_processing,payment_timed_out,23,1,1,1
297808,wallet,customer,payment_authorization,insufficient_funds,11,2,2,0
359231,wallet,customer,payment_authentication,expired_card,2,0,4,0
21335,upi,unknown,unknown,unknown,0,1,3,0
50608,upi,customer,payment_authentication,expired_card,23,0,1,1
48760,wallet,bank,payment_processing,bank_unavailable,5,0,4,1
78162,wallet,customer,payment_authorization,insufficient_funds,18,0,3,0
485874,netbanking,bank,payment_processing,bank_unavailable,0,4,1,0
365283,upi,unknown,unknown,unknown,21,2,4,0
332592,upi,customer,payment_authorization,insufficient_funds,15,3,5,1
349728,upi,customer,payment_authentication,expired_card,5,5,3,0
17749,netbanking,bank,payment_processing,bank_unavailable,21,5,1,1
107445,wallet,customer,payment_authorization,insufficient_funds,7,3,2,1
397306,netbanking,gateway,payment_processing,payment_timed_out,23,3,3,1
231920,card,bank,payment_processing,bank_unavailable,14,4,5,1
254763,wallet,customer,payment_authorization,insufficient_funds,10,2,5,0
375374,upi,customer,payment_authentication,expired_card,1,3,5,0
38524,wallet,gateway,payment_processing,payment_timed_out,6,2,5,0
399526,wallet,unknown,unknown,unknown,1,1,3,1
340695,netbanking,customer,payment_authentication,expired_card,20,1,4,1
202403,wallet,customer,payment_authentication,expired_card,2,4,4,0
250177,netbanking,gateway,payment_processing,payment_timed_out,2,5,4,0
38045,card,customer,payment_authorization,insufficient_funds,2,2,4,1
103255,card,customer,payment_authorization,insufficient_funds,23,0,1,0
123940,wallet,bank,payment_processing,bank_unavailable,23,4,5,1
438974,netbanking,customer,payment_authentication,expired_card,17,6,1,0
57240,upi,customer,payment_authentication,expired_card,1,3,3,0
146398,wallet,customer,payment_authentication,incorrect_pin,12,0,3,1
66743,upi,gateway,payment_processing,payment_timed_out,22,0,5,1
142994,netbanking,bank,payment_processing,bank_unavailable,2,3,1,1
6298,upi,unknown,unknown,unknown,19,6,3,0
137114,netbanking,gateway,payment_processing,payment_timed_out,0,0,2,1
362147,card,unknown,unknown,unknown,19,5,1,1
383961,card,customer,payment_authentication,expired_card,13,5,2,0
190315,netbanking,customer,payment_authentication,expired_card,21,0,3,0
353353,wallet,customer,payment_authorization,insufficient_funds,9,1,5,0
309725,card,bank,payment_processing,bank_unavailable,18,0,2,1
451670,wallet,unknown,unknown,unknown,20,3,5,0
402518,card,bank,payment_processing,bank_unavailable,7,1,4,0
115440,upi,customer,payment_authentication,incorrect_pin,15,6,5,1
294726,upi,customer,payment_authorization,insufficient_funds,11,0,5,0
393396,upi,customer,payment_authentication,expired_card,10,4,4,0
153513,netbanking,customer,payment_authentication,expired_card,19,5,4,0
286950,netbanking,unknown,unknown,unknown,5,1,1,0
200727,card,unknown,unknown,unknown,2,1,4,0
155031,card,customer,payment_authentication,expired_card,11,5,1,0
100472,wallet,customer,payment_authentication,expired_card,19,0,4,0
18691,netbanking,gateway,payment_processing,payment_timed_out,3,3,4,1
375174,upi,customer,payment_authentication,incorrect_pin,8,1,4,0
409655,upi,customer,payment_authentication,expired_card,16,0,4,0
326214,card,bank,payment_processing,bank_unavailable,11,3,2,0
121294,card,gateway,payment_processing,payment_timed_out,14,3,2,1
10392,wallet,gateway,payment_processing,payment_timed_out,12,2,3,1
316240,netbanking,customer,payment_authentication,expired_card,19,5,3,0
100757,wallet,customer,payment_authentication,expired_card,21,0,2,0
274885,netbanking,gateway,payment_processing,payment_timed_out,10,3,3,0
485143,card,customer,payment_authentication,expired_card,10,1,3,0
3220,netbanking,customer,payment_authorization,insufficient_funds,6,5,2,0
289026,netbanking,customer,payment_authorization,insufficient_funds,10,3,4,1
497178,netbanking,gateway,payment_processing,payment_timed_out,20,4,2,0
167816,upi,customer,payment_authentication,expired_card,12,0,2,0
407351,netbanking,customer,payment_authorization,insufficient_funds,16,3,3,1
414230,card,unknown,unknown,unknown,10,0,1,0
243749,wallet,unknown,unknown,unknown,16,2,4,0
154125,wallet,customer,payment_authentication,expired_card,17,6,4,1
340491,netbanking,customer,payment_authorization,insufficient_funds,12,5,5,0
